Date,Home Team,Away Team,Period,Time Remaining,Strength,Game Winning Goal,Empty Net
2013-02-16,Buffalo Sabres,Boston Bruins,1,02:04,Power Play,False,False
2013-02-16,Buffalo Sabres,Boston Bruins,2,17:31,Even,False,False
2013-02-16,Buffalo Sabres,Boston Bruins,3,17:57,Even,False,False
2013-02-16,Buffalo Sabres,Boston Bruins,3,10:58,Even,True,False
2013-02-16,Buffalo Sabres,Boston Bruins,3,08:15,Even,False,False
2013-02-16,New Jersey Devils,Philadelphia Flyers,1,19:20,Even,False,False
2013-02-16,New Jersey Devils,Philadelphia Flyers,1,10:33,Power Play,False,False
2013-02-16,New Jersey Devils,Philadelphia Flyers,1,08:45,Even,False,False
2013-02-16,New Jersey Devils,Philadelphia Flyers,1,07:57,Even,False,False
2013-02-16,New Jersey Devils,Philadelphia Flyers,2,19:34,Even,False,False
2013-02-16,New Jersey Devils,Philadelphia Flyers,2,04:20,Even,False,False
2013-02-16,New Jersey Devils,Philadelphia Flyers,3,09:17,Even,True,False
2013-02-16,New Jersey Devils,Philadelphia Flyers,3,01:36,Even,False,True
2013-02-16,Winnipeg Jets,Pittsburgh Penguins,1,16:41,Even,False,False
2013-02-16,Winnipeg Jets,Pittsburgh Penguins,3,04:49,Power Play,True,False
2013-02-16,Winnipeg Jets,Pittsburgh Penguins,3,01:35,Even,False,False
2013-02-16,Winnipeg Jets,Pittsburgh Penguins,3,00:28,Even,False,True
2013-02-16,Detroit Red Wings,Anaheim Ducks,2,16:59,Even,False,False
2013-02-16,Detroit Red Wings,Anaheim Ducks,2,16:33,Even,False,False
2013-02-16,Detroit Red Wings,Anaheim Ducks,2,13:28,Power Play,False,False
2013-02-16,Detroit Red Wings,Anaheim Ducks,2,12:23,Even,False,False
2013-02-16,Detroit Red Wings,Anaheim Ducks,3,18:58,Even,True,False
2013-02-16,Detroit Red Wings,Anaheim Ducks,3,18:10,Even,False,False
2013-02-16,Detroit Red Wings,Anaheim Ducks,3,01:49,Even,False,True
2013-02-16,Chicago Blackhawks,San Jose Sharks,1,00:44,Even,False,False
2013-02-16,Chicago Blackhawks,San Jose Sharks,2,16:55,Even,True,False
2013-02-16,Chicago Blackhawks,San Jose Sharks,2,14:57,Even,False,False
2013-02-16,Chicago Blackhawks,San Jose Sharks,2,05:20,Power Play,False,False
2013-02-16,Chicago Blackhawks,San Jose Sharks,3,13:32,Even,False,False
2013-02-16,Calgary Flames,St. Louis Blues,1,18:32,Even,False,False
2013-02-16,Calgary Flames,St. Louis Blues,1,15:53,Even,False,False
2013-02-16,Calgary Flames,St. Louis Blues,1,06:11,Even,True,False
2013-02-16,Calgary Flames,St. Louis Blues,1,02:48,Power Play,False,False
2013-02-16,Calgary Flames,St. Louis Blues,2,04:23,Power Play,False,False
2013-02-16,Calgary Flames,St. Louis Blues,3,17:14,Even,False,False
2013-02-16,Calgary Flames,St. Louis Blues,3,15:52,Power Play,False,False
2013-02-16,Vancouver Canucks,Dallas Stars,1,03:09,Even,False,False
2013-02-16,Vancouver Canucks,Dallas Stars,2,16:39,Even,False,False
2013-02-16,Vancouver Canucks,Dallas Stars,2,15:46,Even,False,False
2013-02-16,Vancouver Canucks,Dallas Stars,2,10:04,Even,False,False
2013-02-16,Vancouver Canucks,Dallas Stars,2,02:10,Even,False,False
2013-02-16,Vancouver Canucks,Dallas Stars,3,07:38,Even,False,False
2013-02-16,Vancouver Canucks,Dallas Stars,3,03:01,Even,True,False
2013-02-16,Los Angeles Kings,Columbus Blue Jackets,2,01:20,Even,False,False
2013-02-16,Los Angeles Kings,Columbus Blue Jackets,3,18:26,Power Play,True,False
2013-02-16,Los Angeles Kings,Columbus Blue Jackets,3,02:25,Even,False,False
2013-02-17,Toronto Maple Leafs,Ottawa Senators,1,16:46,Even,True,False
2013-02-17,Toronto Maple Leafs,Ottawa Senators,3,11:28,Even,False,False
2013-02-17,Toronto Maple Leafs,Ottawa Senators,3,00:38,Even,False,True
2013-02-17,Montréal Canadiens,Philadelphia Flyers,1,11:07,Even,False,False
2013-02-17,Montréal Canadiens,Philadelphia Flyers,2,18:45,Even,True,False
2013-02-17,Montréal Canadiens,Philadelphia Flyers,2,06:04,Even,False,False
2013-02-17,Montréal Canadiens,Philadelphia Flyers,3,15:28,Even,False,False
2013-02-17,Montréal Canadiens,Philadelphia Flyers,3,01:04,Even,False,True
2013-02-17,New York Islanders,New Jersey Devils,2,03:14,Even,False,False
2013-02-17,New York Islanders,New Jersey Devils,2,01:51,Power Play,True,False
2013-02-17,New York Islanders,New Jersey Devils,2,00:54,Power Play,False,False
2013-02-17,New York Islanders,New Jersey Devils,3,11:13,Power Play,False,False
2013-02-17,New York Islanders,New Jersey Devils,3,05:15,Power Play,False,False
2013-02-17,New York Islanders,New Jersey Devils,3,00:35,Even,False,False
2013-02-16,Florida Panthers,Tampa Bay Lightning,1,19:12,Even,False,False
2013-02-16,Florida Panthers,Tampa Bay Lightning,1,15:12,Even,False,False
2013-02-16,Florida Panthers,Tampa Bay Lightning,1,13:09,Even,False,False
2013-02-16,Florida Panthers,Tampa Bay Lightning,2,17:33,Even,False,False
2013-02-16,Florida Panthers,Tampa Bay Lightning,2,16:18,Even,False,False
2013-02-16,Florida Panthers,Tampa Bay Lightning,2,00:05,Even,False,False
2013-02-16,Florida Panthers,Tampa Bay Lightning,3,18:07,Even,False,False
2013-02-16,Florida Panthers,Tampa Bay Lightning,3,16:36,Even,False,False
2013-02-16,Florida Panthers,Tampa Bay Lightning,3,12:32,Power Play,False,False
2013-02-16,Florida Panthers,Tampa Bay Lightning,3,00:11,Even,False,False
2013-02-16,Florida Panthers,Tampa Bay Lightning,4,03:41,Even,True,False
2013-02-17,Nashville Predators,Anaheim Ducks,1,06:29,Even,False,False
2013-02-17,Nashville Predators,Anaheim Ducks,1,02:35,Even,False,False
2013-02-17,Nashville Predators,Anaheim Ducks,2,10:29,Even,False,False
2013-02-17,Nashville Predators,Anaheim Ducks,2,03:52,Even,False,False
2013-02-17,Phoenix Coyotes,Columbus Blue Jackets,1,17:51,Even,False,False
2013-02-17,Phoenix Coyotes,Columbus Blue Jackets,1,14:30,Even,False,False
2013-02-17,Phoenix Coyotes,Columbus Blue Jackets,1,13:00,Even,False,False
2013-02-17,Phoenix Coyotes,Columbus Blue Jackets,1,12:00,Even,False,False
2013-02-17,Phoenix Coyotes,Columbus Blue Jackets,1,02:20,Even,False,False
2013-02-17,Phoenix Coyotes,Columbus Blue Jackets,2,14:44,Even,False,False
2013-02-17,Phoenix Coyotes,Columbus Blue Jackets,3,11:42,Power Play,True,False
2013-02-17,Phoenix Coyotes,Columbus Blue Jackets,3,01:04,Even,False,True
2013-02-17,Edmonton Oilers,Colorado Avalanche,1,18:38,Even,False,False
2013-02-17,Edmonton Oilers,Colorado Avalanche,1,01:13,Even,False,False
2013-02-17,Edmonton Oilers,Colorado Avalanche,1,00:49,Even,False,False
2013-02-17,Edmonton Oilers,Colorado Avalanche,1,00:04,Power Play,False,False
2013-02-17,Edmonton Oilers,Colorado Avalanche,2,13:36,Power Play,False,False
2013-02-17,Edmonton Oilers,Colorado Avalanche,2,04:01,Even,False,False
2013-02-17,Edmonton Oilers,Colorado Avalanche,2,03:02,Even,False,False
2013-02-17,Edmonton Oilers,Colorado Avalanche,3,11:02,Power Play,False,False
2013-02-17,Edmonton Oilers,Colorado Avalanche,3,01:34,Even,True,False
2013-02-17,Edmonton Oilers,Colorado Avalanche,3,01:09,Even,False,True
2013-02-17,Buffalo Sabres,Pittsburgh Penguins,1,19:25,Even,False,False
2013-02-17,Buffalo Sabres,Pittsburgh Penguins,1,18:33,Power Play,False,False
2013-02-17,Buffalo Sabres,Pittsburgh Penguins,1,13:28,Even,False,False
2013-02-17,Buffalo Sabres,Pittsburgh Penguins,2,10:44,Power Play,False,False
2013-02-17,Buffalo Sabres,Pittsburgh Penguins,3,14:43,Even,False,False
2013-02-17,Buffalo Sabres,Pittsburgh Penguins,3,12:54,Even,False,False
2013-02-17,Buffalo Sabres,Pittsburgh Penguins,3,02:04,Even,True,False
2013-02-17,Chicago Blackhawks,Los Angeles Kings,1,13:31,Even,False,False
2013-02-17,Chicago Blackhawks,Los Angeles Kings,1,09:28,Power Play,False,False
2013-02-17,Chicago Blackhawks,Los Angeles Kings,2,19:04,Even,True,False
2013-02-17,Chicago Blackhawks,Los Angeles Kings,3,19:04,Power Play,False,False
2013-02-17,Chicago Blackhawks,Los Angeles Kings,3,07:10,Power Play,False,False
2013-02-17,Winnipeg Jets,Boston Bruins,2,18:17,Even,False,False
2013-02-17,Winnipeg Jets,Boston Bruins,2,09:03,Even,False,False
2013-02-17,Winnipeg Jets,Boston Bruins,2,00:27,Even,False,False
2013-02-17,Winnipeg Jets,Boston Bruins,2,00:02,Even,False,False
2013-02-17,Winnipeg Jets,Boston Bruins,3,19:24,Power Play,True,False
2013-02-17,Dallas Stars,Calgary Flames,1,11:49,Power Play,False,False
2013-02-17,Dallas Stars,Calgary Flames,2,18:09,Even,False,False
2013-02-17,Dallas Stars,Calgary Flames,2,17:13,Even,False,False
2013-02-17,Dallas Stars,Calgary Flames,2,04:37,Even,False,False
2013-02-17,Dallas Stars,Calgary Flames,3,18:21,Even,False,False
2013-02-17,Dallas Stars,Calgary Flames,3,17:36,Even,False,False
2013-02-17,Dallas Stars,Calgary Flames,3,09:30,Even,True,False
2013-02-17,Minnesota Wild,Detroit Red Wings,1,11:12,Even,False,False
2013-02-17,Minnesota Wild,Detroit Red Wings,2,19:40,Even,False,False
2013-02-17,Minnesota Wild,Detroit Red Wings,2,10:25,Even,False,False
2013-02-17,Minnesota Wild,Detroit Red Wings,2,06:47,Even,False,False
2013-02-17,Minnesota Wild,Detroit Red Wings,2,06:15,Even,True,False
2013-02-17,New York Rangers,Washington Capitals,1,18:41,Even,False,False
2013-02-17,New York Rangers,Washington Capitals,2,12:21,Even,False,False
2013-02-17,New York Rangers,Washington Capitals,3,15:35,Power Play,True,False
2013-02-18,Vancouver Canucks,St. Louis Blues,1,15:23,Power Play,False,False
2013-02-18,Vancouver Canucks,St. Louis Blues,1,06:15,Even,False,False
2013-02-18,Vancouver Canucks,St. Louis Blues,1,00:50,Even,False,False
2013-02-18,Vancouver Canucks,St. Louis Blues,2,12:47,Even,False,False
2013-02-18,Vancouver Canucks,St. Louis Blues,3,12:00,Even,False,False
2013-02-18,Vancouver Canucks,St. Louis Blues,3,01:47,Power Play,False,False
2013-02-18,New Jersey Devils,Ottawa Senators,1,18:41,Even,False,False
2013-02-18,New Jersey Devils,Ottawa Senators,3,11:48,Even,False,False
2013-02-18,New York Islanders,Philadelphia Flyers,1,19:34,Even,True,False
2013-02-18,New York Islanders,Philadelphia Flyers,2,19:45,Even,False,False
2013-02-18,New York Islanders,Philadelphia Flyers,2,12:03,Power Play,False,False
2013-02-18,New York Islanders,Philadelphia Flyers,2,05:15,Even,False,False
2013-02-18,New York Islanders,Philadelphia Flyers,3,16:29,Even,False,False
2013-02-18,New York Islanders,Philadelphia Flyers,3,09:33,Power Play,False,False
2013-02-18,New York Islanders,Philadelphia Flyers,3,02:14,Even,False,False
2013-02-18,Colorado Avalanche,Nashville Predators,1,16:17,Even,False,False
2013-02-18,Colorado Avalanche,Nashville Predators,1,10:30,Power Play,False,False
2013-02-18,Colorado Avalanche,Nashville Predators,1,02:40,Power Play,False,False
2013-02-18,Colorado Avalanche,Nashville Predators,2,16:42,Even,False,False
2013-02-18,Colorado Avalanche,Nashville Predators,2,09:44,Even,False,False
2013-02-18,Colorado Avalanche,Nashville Predators,2,08:54,Even,False,False
2013-02-18,Colorado Avalanche,Nashville Predators,2,06:43,Even,False,False
2013-02-18,Colorado Avalanche,Nashville Predators,2,06:27,Even,False,False
2013-02-18,Colorado Avalanche,Nashville Predators,2,06:14,Even,True,False
2013-02-18,Colorado Avalanche,Nashville Predators,2,00:50,Even,False,False
2013-02-18,Colorado Avalanche,Nashville Predators,3,01:18,Even,False,False
2013-02-19,Montréal Canadiens,Carolina Hurricanes,3,17:54,Even,True,False
2013-02-19,Montréal Canadiens,Carolina Hurricanes,3,07:57,Even,False,False
2013-02-19,Montréal Canadiens,Carolina Hurricanes,3,07:39,Even,False,False
2013-02-19,Florida Panthers,Toronto Maple Leafs,1,02:56,Even,True,False
2013-02-19,Florida Panthers,Toronto Maple Leafs,2,07:47,Power Play,False,False
2013-02-19,Florida Panthers,Toronto Maple Leafs,2,06:03,Even,False,False
2013-02-19,Phoenix Coyotes,Calgary Flames,1,19:19,Even,True,False
2013-02-19,Phoenix Coyotes,Calgary Flames,3,19:30,Even,False,False
2013-02-19,Phoenix Coyotes,Calgary Flames,3,10:33,Even,False,False
2013-02-19,Phoenix Coyotes,Calgary Flames,3,03:11,Even,False,False
2013-02-19,Anaheim Ducks,Columbus Blue Jackets,1,16:30,Even,False,False
2013-02-19,Anaheim Ducks,Columbus Blue Jackets,1,04:04,Power Play,False,False
2013-02-19,Anaheim Ducks,Columbus Blue Jackets,1,03:43,Even,False,False
2013-02-19,Anaheim Ducks,Columbus Blue Jackets,3,11:16,Power Play,True,False
2013-02-19,Anaheim Ducks,Columbus Blue Jackets,3,07:54,Even,False,False
2013-02-20,Buffalo Sabres,Winnipeg Jets,1,19:00,Even,False,False
2013-02-20,Buffalo Sabres,Winnipeg Jets,2,14:14,Even,True,False
2013-02-20,Buffalo Sabres,Winnipeg Jets,2,00:22,Even,False,False
2013-02-20,New York Rangers,Montréal Canadiens,2,07:31,Even,False,False
2013-02-20,New York Rangers,Montréal Canadiens,2,01:15,Even,False,False
2013-02-20,New York Rangers,Montréal Canadiens,3,18:12,Even,True,False
2013-02-20,New York Rangers,Montréal Canadiens,3,01:06,Even,False,True
2013-02-20,Ottawa Senators,New York Islanders,2,13:59,Power Play,False,False
2013-02-20,Ottawa Senators,New York Islanders,2,11:23,Even,True,False
2013-02-20,Ottawa Senators,New York Islanders,3,17:16,Even,False,False
2013-02-20,Ottawa Senators,New York Islanders,3,02:35,Even,False,False
2013-02-20,Tampa Bay Lightning,Toronto Maple Leafs,1,10:35,Even,False,False
2013-02-20,Tampa Bay Lightning,Toronto Maple Leafs,1,02:01,Even,False,False
2013-02-20,Tampa Bay Lightning,Toronto Maple Leafs,2,15:04,Even,False,False
2013-02-20,Tampa Bay Lightning,Toronto Maple Leafs,3,17:11,Even,True,False
2013-02-20,Tampa Bay Lightning,Toronto Maple Leafs,3,13:02,Power Play,False,False
2013-02-20,Tampa Bay Lightning,Toronto Maple Leafs,3,03:52,Even,False,False
2013-02-20,St. Louis Blues,San Jose Sharks,1,07:06,Even,False,False
2013-02-20,St. Louis Blues,San Jose Sharks,2,16:05,Even,False,False
2013-02-20,St. Louis Blues,San Jose Sharks,3,06:58,Even,True,False
2013-02-20,Nashville Predators,Detroit Red Wings,1,14:59,Power Play,False,False
2013-02-20,Nashville Predators,Detroit Red Wings,1,09:19,Even,False,False
2013-02-20,Nashville Predators,Detroit Red Wings,1,04:59,Short Handed,False,False
2013-02-20,Nashville Predators,Detroit Red Wings,3,08:27,Even,False,False
2013-02-20,Nashville Predators,Detroit Red Wings,3,07:06,Even,False,False
2013-02-20,Nashville Predators,Detroit Red Wings,3,06:30,Even,False,False
2013-02-20,Nashville Predators,Detroit Red Wings,4,04:16,Even,True,False
2013-02-20,Chicago Blackhawks,Vancouver Canucks,1,06:26,Even,False,False
2013-02-20,Chicago Blackhawks,Vancouver Canucks,2,13:24,Even,False,False
2013-02-20,Chicago Blackhawks,Vancouver Canucks,2,06:12,Power Play,False,False
2013-02-20,Chicago Blackhawks,Vancouver Canucks,2,02:45,Even,False,False
2013-02-20,Chicago Blackhawks,Vancouver Canucks,3,02:42,Power Play,False,False
2013-02-20,Chicago Blackhawks,Vancouver Canucks,3,01:01,Even,False,False
2013-02-20,Edmonton Oilers,Los Angeles Kings,2,15:16,Even,False,False
2013-02-20,Edmonton Oilers,Los Angeles Kings,2,03:10,Power Play,False,False
2013-02-20,Edmonton Oilers,Los Angeles Kings,3,00:50,Even,True,False
2013-02-20,Edmonton Oilers,Los Angeles Kings,3,00:22,Even,False,True
2013-02-21,Pittsburgh Penguins,Philadelphia Flyers,1,14:53,Even,False,False
2013-02-21,Pittsburgh Penguins,Philadelphia Flyers,1,12:45,Power Play,False,False
2013-02-21,Pittsburgh Penguins,Philadelphia Flyers,1,08:11,Even,False,False
2013-02-21,Pittsburgh Penguins,Philadelphia Flyers,1,07:11,Even,False,False
2013-02-21,Pittsburgh Penguins,Philadelphia Flyers,2,00:10,Power Play,False,False
2013-02-21,Pittsburgh Penguins,Philadelphia Flyers,3,19:42,Even,False,False
2013-02-21,Pittsburgh Penguins,Philadelphia Flyers,3,14:31,Even,False,False
2013-02-21,Pittsburgh Penguins,Philadelphia Flyers,3,12:24,Even,False,False
2013-02-21,Pittsburgh Penguins,Philadelphia Flyers,3,07:14,Power Play,False,False
2013-02-21,Pittsburgh Penguins,Philadelphia Flyers,3,02:03,Even,False,False
2013-02-21,Pittsburgh Penguins,Philadelphia Flyers,3,01:31,Even,True,False
2013-02-21,Colorado Avalanche,St. Louis Blues,4,00:17,Even,True,False
2013-02-21,Calgary Flames,Los Angeles Kings,1,13:45,Even,False,False
2013-02-21,Calgary Flames,Los Angeles Kings,1,05:09,Even,False,False
2013-02-21,Calgary Flames,Los Angeles Kings,1,04:40,Even,True,False
2013-02-21,Calgary Flames,Los Angeles Kings,3,10:33,Even,False,False
2013-02-22,Toronto Maple Leafs,Buffalo Sabres,1,06:40,Even,False,False
2013-02-22,Toronto Maple Leafs,Buffalo Sabres,2,18:45,Power Play,False,False
2013-02-22,Toronto Maple Leafs,Buffalo Sabres,2,01:56,Even,True,False
2013-02-22,Toronto Maple Leafs,Buffalo Sabres,3,05:32,Power Play,False,False
2013-02-22,Philadelphia Flyers,Florida Panthers,1,11:45,Even,False,False
2013-02-22,Philadelphia Flyers,Florida Panthers,1,11:16,Even,False,False
2013-02-22,Philadelphia Flyers,Florida Panthers,1,09:45,Even,True,False
2013-02-22,Philadelphia Flyers,Florida Panthers,2,08:14,Power Play,False,False
2013-02-22,Philadelphia Flyers,Florida Panthers,3,06:11,Even,False,False
2013-02-22,Philadelphia Flyers,Florida Panthers,3,05:27,Even,False,False
2013-02-22,Philadelphia Flyers,Florida Panthers,3,04:25,Even,False,False
2013-02-22,Washington Capitals,New Jersey Devils,2,10:32,Power Play,False,False
2013-02-22,Washington Capitals,New Jersey Devils,2,08:44,Short Handed,False,False
2013-02-22,Washington Capitals,New Jersey Devils,2,07:20,Power Play,False,False
2013-02-22,Washington Capitals,New Jersey Devils,3,10:41,Even,False,False
2013-02-22,Washington Capitals,New Jersey Devils,3,08:20,Power Play,True,False
2013-02-22,Carolina Hurricanes,Winnipeg Jets,1,18:07,Even,False,False
2013-02-22,Carolina Hurricanes,Winnipeg Jets,1,01:21,Even,False,False
2013-02-22,Carolina Hurricanes,Winnipeg Jets,3,17:50,Even,False,False
2013-02-22,Carolina Hurricanes,Winnipeg Jets,3,16:23,Even,False,False
2013-02-22,Carolina Hurricanes,Winnipeg Jets,3,05:57,Even,False,False
2013-02-22,Carolina Hurricanes,Winnipeg Jets,3,05:10,Even,False,False
2013-02-22,Carolina Hurricanes,Winnipeg Jets,3,04:54,Even,True,False
2013-02-22,Montréal Canadiens,New York Islanders,1,19:11,Even,False,False
2013-02-22,Montréal Canadiens,New York Islanders,1,08:58,Power Play,False,False
2013-02-22,Montréal Canadiens,New York Islanders,2,19:26,Power Play,False,False
2013-02-22,Montréal Canadiens,New York Islanders,2,11:30,Even,False,False
2013-02-22,Montréal Canadiens,New York Islanders,2,03:03,Power Play,False,False
2013-02-22,Montréal Canadiens,New York Islanders,3,10:09,Even,False,False
2013-02-22,Montréal Canadiens,New York Islanders,4,01:48,Even,True,False
2013-02-22,Ottawa Senators,New York Rangers,1,13:12,Short Handed,False,False
2013-02-22,Ottawa Senators,New York Rangers,3,09:16,Power Play,False,False
2013-02-22,Ottawa Senators,New York Rangers,3,08:25,Even,False,False
2013-02-22,Ottawa Senators,New York Rangers,3,06:30,Power Play,False,False
2013-02-22,Tampa Bay Lightning,Boston Bruins,1,18:49,Even,False,False
2013-02-22,Tampa Bay Lightning,Boston Bruins,1,16:10,Even,False,False
2013-02-22,Tampa Bay Lightning,Boston Bruins,1,11:47,Even,False,False
2013-02-22,Tampa Bay Lightning,Boston Bruins,2,11:00,Even,False,False
2013-02-22,Tampa Bay Lightning,Boston Bruins,2,06:02,Even,True,False
2013-02-22,Tampa Bay Lightning,Boston Bruins,3,17:27,Even,False,False
2013-02-22,Detroit Red Wings,Columbus Blue Jackets,1,19:42,Even,False,False
2013-02-22,Detroit Red Wings,Columbus Blue Jackets,1,17:20,Even,False,False
2013-02-22,Detroit Red Wings,Columbus Blue Jackets,1,15:37,Power Play,False,False
2013-02-22,Detroit Red Wings,Columbus Blue Jackets,3,14:57,Even,False,False
2013-02-22,Detroit Red Wings,Columbus Blue Jackets,3,00:25,Even,True,False
2013-02-22,Dallas Stars,Vancouver Canucks,1,19:25,Even,False,False
2013-02-22,Dallas Stars,Vancouver Canucks,1,11:31,Power Play,False,False
2013-02-22,Dallas Stars,Vancouver Canucks,2,17:21,Even,False,False
2013-02-22,Dallas Stars,Vancouver Canucks,2,12:55,Even,False,False
2013-02-22,Dallas Stars,Vancouver Canucks,3,17:28,Even,False,False
2013-02-22,Dallas Stars,Vancouver Canucks,3,15:42,Even,True,False
2013-02-22,Dallas Stars,Vancouver Canucks,3,13:53,Even,False,False
2013-02-22,Edmonton Oilers,Minnesota Wild,2,07:34,Even,False,False
2013-02-22,Edmonton Oilers,Minnesota Wild,2,04:58,Even,False,False
2013-02-22,Edmonton Oilers,Minnesota Wild,3,17:40,Even,True,False
2013-02-22,Edmonton Oilers,Minnesota Wild,3,06:01,Even,False,False
2013-02-23,Pittsburgh Penguins,Florida Panthers,2,11:35,Even,False,False
2013-02-23,Pittsburgh Penguins,Florida Panthers,2,09:19,Power Play,False,False
2013-02-23,Pittsburgh Penguins,Florida Panthers,3,12:11,Even,True,False
2013-02-23,Pittsburgh Penguins,Florida Panthers,3,04:45,Even,False,False
2013-02-23,Nashville Predators,Vancouver Canucks,3,10:46,Even,True,False
2013-02-23,Chicago Blackhawks,San Jose Sharks,1,00:15,Even,False,False
2013-02-23,Chicago Blackhawks,San Jose Sharks,2,03:20,Even,False,False
2013-02-23,Chicago Blackhawks,San Jose Sharks,3,17:36,Short Handed,True,False
2013-02-23,Washington Capitals,New Jersey Devils,2,14:40,Even,False,False
2013-02-23,Washington Capitals,New Jersey Devils,2,00:38,Even,False,False
2013-02-23,Washington Capitals,New Jersey Devils,3,18:37,Even,True,False
2013-02-23,Washington Capitals,New Jersey Devils,3,16:04,Short Handed,False,False
2013-02-23,Washington Capitals,New Jersey Devils,3,04:47,Power Play,False,False
2013-02-23,Washington Capitals,New Jersey Devils,3,02:51,Power Play,False,False
2013-02-23,Edmonton Oilers,Phoenix Coyotes,1,14:37,Even,False,False
2013-02-23,Edmonton Oilers,Phoenix Coyotes,2,10:18,Power Play,False,False
2013-02-23,Edmonton Oilers,Phoenix Coyotes,2,03:38,Even,False,False
2013-02-23,Edmonton Oilers,Phoenix Coyotes,3,11:56,Power Play,False,False
2013-02-23,Los Angeles Kings,Colorado Avalanche,1,19:02,Even,False,False
2013-02-23,Los Angeles Kings,Colorado Avalanche,1,05:38,Even,True,False
2013-02-23,Los Angeles Kings,Colorado Avalanche,2,18:44,Power Play,False,False
2013-02-23,Los Angeles Kings,Colorado Avalanche,2,17:09,Short Handed,False,False
2013-02-23,Los Angeles Kings,Colorado Avalanche,2,03:18,Even,False,False
2013-02-24,Buffalo Sabres,New York Islanders,2,02:09,Even,True,False
2013-02-24,Buffalo Sabres,New York Islanders,2,01:04,Even,False,False
2013-02-24,Buffalo Sabres,New York Islanders,3,15:36,Even,False,False
2013-02-24,Buffalo Sabres,New York Islanders,3,00:58,Power Play,False,False
2013-02-24,Montréal Canadiens,New York Rangers,2,18:40,Even,True,False
2013-02-24,Montréal Canadiens,New York Rangers,2,06:24,Even,False,False
2013-02-24,Montréal Canadiens,New York Rangers,2,00:26,Power Play,False,False
2013-02-24,Ottawa Senators,Toronto Maple Leafs,1,16:28,Even,False,False
2013-02-24,Ottawa Senators,Toronto Maple Leafs,1,09:08,Even,False,False
2013-02-24,Ottawa Senators,Toronto Maple Leafs,2,00:43,Even,False,False
2013-02-24,Ottawa Senators,Toronto Maple Leafs,3,12:50,Power Play,False,False
2013-02-24,Ottawa Senators,Toronto Maple Leafs,3,00:24,Even,True,False
2013-02-24,Carolina Hurricanes,Tampa Bay Lightning,1,09:06,Even,False,False
2013-02-24,Carolina Hurricanes,Tampa Bay Lightning,3,17:49,Even,False,False
2013-02-24,Carolina Hurricanes,Tampa Bay Lightning,3,16:56,Even,False,False
2013-02-24,Carolina Hurricanes,Tampa Bay Lightning,3,12:23,Even,True,False
2013-02-24,Carolina Hurricanes,Tampa Bay Lightning,3,12:05,Even,False,False
2013-02-24,Carolina Hurricanes,Tampa Bay Lightning,3,03:49,Even,False,False
2013-02-24,Carolina Hurricanes,Tampa Bay Lightning,3,02:22,Even,False,False
2013-02-24,Detroit Red Wings,Nashville Predators,1,14:49,Even,True,False
2013-02-24,Detroit Red Wings,Nashville Predators,2,17:02,Even,False,False
2013-02-24,Detroit Red Wings,Nashville Predators,2,04:27,Even,False,False
2013-02-24,Detroit Red Wings,Nashville Predators,3,08:12,Power Play,False,False
2013-02-24,St. Louis Blues,Columbus Blue Jackets,1,06:05,Even,False,False
2013-02-24,St. Louis Blues,Columbus Blue Jackets,2,01:03,Short Handed,False,False
2013-02-24,St. Louis Blues,Columbus Blue Jackets,3,10:09,Even,True,False
2013-02-24,Dallas Stars,San Jose Sharks,2,00:58,Power Play,False,False
2013-02-24,Dallas Stars,San Jose Sharks,3,19:30,Power Play,True,False
2013-02-24,Dallas Stars,San Jose Sharks,3,17:41,Power Play,False,False
2013-02-24,Dallas Stars,San Jose Sharks,3,02:11,Even,False,False
2013-02-24,Calgary Flames,Minnesota Wild,1,18:20,Even,False,False
2013-02-24,Calgary Flames,Minnesota Wild,1,11:04,Even,False,False
2013-02-24,Calgary Flames,Minnesota Wild,3,12:41,Even,True,False
2013-02-24,Calgary Flames,Minnesota Wild,3,00:09,Even,False,True
2013-02-24,Florida Panthers,Boston Bruins,1,12:03,Even,False,False
2013-02-24,Florida Panthers,Boston Bruins,1,06:08,Even,True,False
2013-02-24,Florida Panthers,Boston Bruins,1,04:22,Even,False,False
2013-02-24,Florida Panthers,Boston Bruins,2,17:30,Power Play,False,False
2013-02-24,Florida Panthers,Boston Bruins,3,01:37,Short Handed,False,True
2013-02-24,New Jersey Devils,Winnipeg Jets,1,17:30,Even,False,False
2013-02-24,New Jersey Devils,Winnipeg Jets,1,10:08,Even,False,False
2013-02-24,New Jersey Devils,Winnipeg Jets,1,02:50,Even,False,False
2013-02-24,New Jersey Devils,Winnipeg Jets,2,06:59,Power Play,False,False
2013-02-24,New Jersey Devils,Winnipeg Jets,2,02:12,Even,True,False
2013-02-24,New Jersey Devils,Winnipeg Jets,3,12:14,Even,False,False
2013-02-24,Detroit Red Wings,Vancouver Canucks,1,14:15,Even,False,False
2013-02-24,Detroit Red Wings,Vancouver Canucks,1,08:52,Even,False,False
2013-02-24,Detroit Red Wings,Vancouver Canucks,1,07:23,Even,False,False
2013-02-24,Detroit Red Wings,Vancouver Canucks,1,03:42,Even,False,False
2013-02-24,Detroit Red Wings,Vancouver Canucks,1,01:34,Even,False,False
2013-02-24,Detroit Red Wings,Vancouver Canucks,2,17:03,Power Play,False,False
2013-02-24,Detroit Red Wings,Vancouver Canucks,2,04:50,Power Play,True,False
